year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,height,weight,awardPointsPlayers,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,stint_y,awardPointsCoaches
4,0,SAS,34,34,926,406,346,130,0.4508670520231214,0.7230769230769231,0.0,0.5034722222222222,0.2710583153347732,0.020518358531317494,0.1079913606911447,0.06263498920086392,0.725,0.4508670520231214,0.7230769230769231,9.0,223,0.0,34,12,22,0.35294117647058826,0.4054642166344294,0.17660180939397693,0.7309782608695652,0.9803670892869922,65.1470588235294,71.38235294117646,0,2,0.0
4,0,SAS,34,34,926,406,346,130,0.4508670520231214,0.7230769230769231,0.0,0.5034722222222222,0.2710583153347732,0.020518358531317494,0.1079913606911447,0.06263498920086392,0.725,0.4508670520231214,0.7230769230769231,9.0,223,0.0,34,12,22,0.35294117647058826,0.4054642166344294,0.17660180939397693,0.7309782608695652,0.9803670892869922,65.1470588235294,71.38235294117646,0,1,0.0
5,0,SAS,34,24,682,225,208,58,0.4326923076923077,0.7586206896551724,0.5,0.4817574511819116,0.24633431085043989,0.02932551319648094,0.07038123167155426,0.08797653958944282,0.9375,0.43509615384615385,0.7586206896551724,9.0,223,0.0,34,9,25,0.2647058823529412,0.43891752577319587,0.18795890551492678,0.7770700636942676,0.982321411356406,64.44117647058823,69.52941176470588,0,2,0.0
5,0,SAS,34,24,682,225,208,58,0.4326923076923077,0.7586206896551724,0.5,0.4817574511819116,0.24633431085043989,0.02932551319648094,0.07038123167155426,0.08797653958944282,0.9375,0.43509615384615385,0.7586206896551724,9.0,223,0.0,34,9,25,0.2647058823529412,0.43891752577319587,0.18795890551492678,0.7770700636942676,0.982321411356406,64.44117647058823,69.52941176470588,0,1,0.0
6,0,CON,31,30,671,225,162,65,0.5370370370370371,0.7692307692307693,0.5,0.5902413431269675,0.2906110283159464,0.011922503725782414,0.10581222056631892,0.05663189269746647,0.8085106382978723,0.5401234567901234,0.7692307692307693,9.0,223,0.0,34,26,8,0.7647058823529411,0.48444444444444446,0.16260630567107476,0.7441860465116279,0.9991095489162273,72.76470588235294,66.0,1,0,0.0
7,0,CON,34,34,743,320,253,84,0.49407114624505927,0.8214285714285714,0.25,0.5518002483101118,0.2772543741588156,0.02826379542395693,0.11440107671601615,0.05383580080753701,0.8,0.49604743083003955,0.8214285714285714,9.0,223,0.0,34,26,8,0.7647058823529411,0.4824007220216607,0.1698050875454245,0.8074074074074075,1.0185061728395062,78.91176470588235,71.08823529411765,1,0,10.0
8,0,CON,32,30,643,214,187,38,0.48663101604278075,0.7894736842105263,0.4,0.525230708816022,0.3250388802488336,0.01866251944012442,0.1026438569206843,0.04821150855365474,0.6078431372549019,0.4919786096256685,0.7894736842105263,9.0,223,0.0,34,18,16,0.5294117647058824,0.4720670391061452,0.17210606833248343,0.7772357723577236,1.0163185722810475,78.67647058823529,76.26470588235294,1,0,0.0
9,0,LAS,2,0,14,4,5,0,0.0,0.0,0.0,0.4,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,9.0,223,0.0,34,20,14,0.5882352941176471,0.4579626334519573,0.19170860292355618,0.7517433751743375,1.048432957942925,76.41176470588235,74.20588235294117,1,0,0.0
1,1,CLE,3,0,17,8,10,0,0.4,0.0,0.0,0.4,0.11764705882352941,0.0,0.0,0.058823529411764705,0.25,0.4,0.0,69.0,150,0.0,32,17,15,0.53125,0.4811269146608315,0.20559461938245183,0.7473684210526316,1.0422930763950182,68.28125,66.3125,1,0,0.0
1,2,SEA,20,13,455,131,143,35,0.35664335664335667,0.6571428571428571,0.1875,0.413510101010101,0.07472527472527472,0.03076923076923077,0.01098901098901099,0.08791208791208792,1.0526315789473684,0.3776223776223776,0.6571428571428571,69.0,150,0.0,32,6,26,0.1875,0.4146551724137931,0.2090101280336327,0.6755793226381461,0.9129357029868801,56.9375,67.84375,0,0,0.0
2,0,SEA,3,0,13,4,3,2,0.0,1.0,0.0,0.5154639175257733,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,1.3333333333333333,0.0,0.0,69.0,150,0.0,32,10,22,0.3125,0.4135090609555189,0.1711240987199441,0.6848184818481848,0.9521537544008157,60.03125,64.0,0,0,0.0
1,0,SEA,29,7,645,216,182,80,0.45604395604395603,0.625,0.0,0.4972375690607735,0.16589147286821707,0.024806201550387597,0.015503875968992248,0.034108527131782945,0.4888888888888889,0.45604395604395603,0.625,76.0,164,0.0,32,6,26,0.1875,0.4146551724137931,0.2090101280336327,0.6755793226381461,0.9129357029868801,56.9375,67.84375,0,0,0.0
2,0,SEA,32,27,810,237,190,83,0.4789473684210526,0.6626506024096386,0.0,0.5231326152216139,0.19382716049382717,0.02962962962962963,0.024691358024691357,0.03209876543209877,0.7027027027027027,0.4789473684210526,0.6626506024096386,76.0,164,0.0,32,10,22,0.3125,0.4135090609555189,0.1711240987199441,0.6848184818481848,0.9521537544008157,60.03125,64.0,0,0,0.0
3,0,SEA,32,5,694,223,158,73,0.5316455696202531,0.7397260273972602,1.0,0.586471702082895,0.20317002881844382,0.03025936599423631,0.01729106628242075,0.027377521613832854,0.4318181818181818,0.5348101265822784,0.7397260273972602,76.0,164,0.0,32,17,15,0.53125,0.45431211498973306,0.17905943121415058,0.7697974217311234,1.026919880319149,68.375,65.71875,1,0,0.0
4,0,SEA,34,6,577,157,134,56,0.4552238805970149,0.625,0.0,0.49483106404437727,0.23050259965337955,0.01733102253032929,0.01559792027729636,0.02772963604852686,0.5161290322580645,0.4552238805970149,0.625,76.0,164,0.0,34,18,16,0.5294117647058824,0.47579462102689485,0.16851000913215533,0.7795414462081128,1.0069935325929398,70.23529411764706,66.88235294117646,0,0,0.0
5,0,SEA,23,3,257,48,55,19,0.36363636363636365,0.42105263157894735,0.0,0.3787878787878788,0.2178988326848249,0.0311284046692607,0.011673151750972763,0.019455252918287938,0.38461538461538464,0.36363636363636365,0.42105263157894735,76.0,164,0.0,34,20,14,0.5882352941176471,0.4723456790123457,0.1768600430985596,0.7751479289940828,1.0407289397972628,71.67647058823529,66.58823529411765,1,0,0.0
6,0,SEA,28,0,201,55,41,12,0.5853658536585366,0.5833333333333334,0.0,0.5942091616248919,0.15422885572139303,0.01990049751243781,0.009950248756218905,0.014925373134328358,0.75,0.5853658536585366,0.5833333333333334,76.0,164,0.0,34,20,14,0.5882352941176471,0.4728944820909971,0.17887351285393382,0.7906976744186046,1.0192180287323993,73.47058823529412,70.79411764705883,1,0,0.0
4,0,MIN,34,34,854,181,168,40,0.375,0.775,0.3,0.48760775862068967,0.12295081967213115,0.04800936768149883,0.01288056206088993,0.17330210772833723,1.608695652173913,0.44642857142857145,0.775,71.0,155,0.0,34,18,16,0.5294117647058824,0.4878665318503539,0.19853694637367642,0.7211538461538461,1.0369359464403514,70.0,69.70588235294117,1,0,0.0
5,0,MIN,34,34,697,194,200,30,0.37,0.7,0.29411764705882354,0.4549718574108818,0.1291248206599713,0.06743185078909612,0.011477761836441894,0.1133428981348637,0.8494623655913979,0.4325,0.7,71.0,155,1.0,34,18,16,0.5294117647058824,0.45026315789473687,0.21935160667000644,0.709375,1.0092028717273778,63.6764705882353,64.41176470588235,1,0,10.0
1,0,PHO,32,32,926,338,298,101,0.37583892617449666,0.7821782178217822,0.30701754385964913,0.49351711248685903,0.08207343412526998,0.038876889848812095,0.009719222462203024,0.06263498920086392,0.9206349206349206,0.43456375838926176,0.7821782178217822,70.0,160,0.0,32,20,12,0.625,0.48055555555555557,0.1702489046923614,0.7760968229954615,0.9517256091233006,70.09375,65.6875,1,0,0.0
2,2,CHA,22,0,372,100,100,37,0.34,0.7297297297297297,0.22727272727272727,0.4299965600275198,0.11559139784946236,0.03763440860215054,0.016129032258064516,0.08064516129032258,0.75,0.365,0.7297297297297297,70.0,160,0.0,32,18,14,0.5625,0.46207865168539325,0.19064319958814635,0.7765151515151515,1.0027905907272956,64.21875,62.78125,1,0,0.0
2,1,PHO,10,9,208,94,71,47,0.36619718309859156,0.7872340425531915,0.35714285714285715,0.512652705061082,0.09134615384615384,0.02403846153846154,0.004807692307692308,0.08653846153846154,0.8181818181818182,0.4014084507042254,0.7872340425531915,70.0,160,0.0,32,13,19,0.40625,0.4316261879619852,0.19428888023718965,0.7308347529812607,0.9590627408663481,64.5,67.78125,0,0,0.0
3,0,CHA,29,0,303,112,99,46,0.36363636363636365,0.717391304347826,0.28,0.46964106004696415,0.1353135313531353,0.052805280528052806,0.006600660066006601,0.07920792079207921,1.411764705882353,0.398989898989899,0.717391304347826,70.0,160,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
6,0,SAS,31,11,528,139,132,39,0.3787878787878788,0.7692307692307693,0.2903225806451613,0.46594261196031106,0.11742424242424243,0.013257575757575758,0.007575757575757576,0.05113636363636364,0.8181818181818182,0.4128787878787879,0.7692307692307693,74.0,182,0.0,34,7,27,0.20588235294117646,0.44680851063829785,0.2015156993913096,0.7714723926380368,0.9294908741594621,62.970588235294116,70.61764705882354,0,0,0.0
7,0,SAS,12,1,136,41,44,26,0.2727272727272727,0.5769230769230769,0.2222222222222222,0.3697691197691198,0.22794117647058823,0.014705882352941176,0.0,0.07352941176470588,0.7692307692307693,0.29545454545454547,0.5769230769230769,74.0,182,0.0,34,13,21,0.38235294117647056,0.4476718403547672,0.16059604828412338,0.75,0.9767426096363507,74.20588235294117,76.55882352941177,0,0,0.0
8,0,SEA,29,0,282,65,62,31,0.3225806451612903,0.6451612903225806,0.3333333333333333,0.42966684294024327,0.13829787234042554,0.028368794326241134,0.0035460992907801418,0.03900709219858156,0.5789473684210527,0.3629032258064516,0.6451612903225806,74.0,182,0.0,34,17,17,0.5,0.48687782805429863,0.17431972789115646,0.813986013986014,1.0225004218780045,80.41176470588235,77.8529411764706,1,0,0.0
9,0,SEA,34,1,389,113,115,24,0.40869565217391307,0.625,0.36363636363636365,0.4499840713603058,0.23136246786632392,0.030848329048843187,0.012853470437017995,0.04113110539845758,0.5517241379310345,0.4260869565217391,0.625,74.0,182,0.0,34,22,12,0.6470588235294118,0.45951704545454547,0.17780361826982882,0.7582417582417582,1.0213959350874429,73.32352941176471,70.76470588235294,1,0,0.0
10,0,CHI,34,9,497,232,201,51,0.417910447761194,0.803921568627451,0.38333333333333336,0.519155030433226,0.17706237424547283,0.02414486921529175,0.01609657947686117,0.04024144869215292,0.5555555555555556,0.47512437810945274,0.803921568627451,74.0,182,0.0,34,16,18,0.47058823529411764,0.4789325842696629,0.17894864308491315,0.7604617604617605,0.9617801506735619,75.67647058823529,79.20588235294117,0,0,0.0
1,0,CHA,12,9,323,139,104,60,0.3942307692307692,0.7666666666666667,0.34375,0.5329754601226994,0.1393188854489164,0.030959752321981424,0.0030959752321981426,0.030959752321981424,0.625,0.44711538461538464,0.7666666666666667,73.0,185,0.0,32,8,24,0.25,0.4611140304781923,0.18696661741202014,0.7469670710571924,0.9737532978397261,68.3125,75.90625,0,0,0.0
2,0,CHA,32,11,623,191,158,63,0.4177215189873418,0.7142857142857143,0.45161290322580644,0.5142149472323928,0.18138041733547353,0.016051364365971106,0.008025682182985553,0.02247191011235955,0.3888888888888889,0.4620253164556962,0.7142857142857143,73.0,185,0.0,32,18,14,0.5625,0.46207865168539325,0.19064319958814635,0.7765151515151515,1.0027905907272956,64.21875,62.78125,1,0,0.0
3,0,CHA,4,0,59,19,18,9,0.2777777777777778,1.0,0.0,0.4326047358834244,0.15254237288135594,0.01694915254237288,0.03389830508474576,0.05084745762711865,3.0,0.2777777777777778,1.0,73.0,185,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
4,0,CHA,29,20,613,252,188,77,0.43617021276595747,0.8051948051948052,0.41935483870967744,0.5678745267712277,0.2039151712887439,0.04730831973898858,0.0032626427406199023,0.026101141924959218,0.3902439024390244,0.5053191489361702,0.8051948051948052,73.0,185,0.0,34,18,16,0.5294117647058824,0.46810207336523124,0.18842887473460723,0.7728813559322034,0.9748446204134247,65.20588235294117,64.55882352941177,1,0,0.0
1,0,CHA,29,0,275,92,73,43,0.4383561643835616,0.6511627906976745,0.0,0.5004351610095735,0.2290909090909091,0.02909090909090909,0.02181818181818182,0.03636363636363636,0.5882352941176471,0.4383561643835616,0.6511627906976745,78.0,240,0.0,32,8,24,0.25,0.4611140304781923,0.18696661741202014,0.7469670710571924,0.9737532978397261,68.3125,75.90625,0,0,0.0
2,0,CHA,18,0,148,54,42,21,0.42857142857142855,0.8571428571428571,0.0,0.5269320843091335,0.23648648648648649,0.006756756756756757,0.033783783783783786,0.02702702702702703,0.4,0.42857142857142855,0.8571428571428571,78.0,240,0.0,32,18,14,0.5625,0.46207865168539325,0.19064319958814635,0.7765151515151515,1.0027905907272956,64.21875,62.78125,1,0,0.0
3,0,CHA,31,3,342,88,62,25,0.5645161290322581,0.72,0.0,0.6027397260273972,0.20760233918128654,0.038011695906432746,0.03216374269005848,0.029239766081871343,0.2857142857142857,0.5645161290322581,0.72,78.0,240,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
10,0,CON,8,0,56,16,17,2,0.47058823529411764,0.0,0.0,0.447427293064877,0.23214285714285715,0.017857142857142856,0.0,0.0,0.0,0.47058823529411764,0.0,76.0,171,0.0,34,16,18,0.47058823529411764,0.4481310373792524,0.1443373862506691,0.7471098265895953,0.9899020907462965,77.97058823529412,78.05882352941177,0,0,0.0
2,0,PHO,31,16,841,322,259,65,0.49034749034749037,0.8153846153846154,0.40540540540540543,0.5598052851182197,0.09155766944114149,0.041617122473246136,0.014268727705112961,0.039239001189060645,0.7021276595744681,0.5193050193050193,0.8153846153846154,75.0,165,0.0,32,13,19,0.40625,0.4316261879619852,0.19428888023718965,0.7308347529812607,0.9590627408663481,64.5,67.78125,0,0,0.0
1,0,DET,14,2,130,45,30,27,0.5,0.5555555555555556,0.0,0.5372492836676217,0.24615384615384617,0.046153846153846156,0.007692307692307693,0.015384615384615385,0.14285714285714285,0.5,0.5555555555555556,75.0,200,0.0,32,14,18,0.4375,0.4575757575757576,0.18810602081233407,0.7424892703862661,1.0081173057319845,72.84375,75.8125,0,0,0.0
2,0,DET,31,10,559,129,98,58,0.46938775510204084,0.6379310344827587,0.0,0.5221826424870466,0.19499105545617174,0.012522361359570662,0.008944543828264758,0.028622540250447227,0.5333333333333333,0.46938775510204084,0.6379310344827587,75.0,200,0.0,32,10,22,0.3125,0.44174503657262276,0.18789049530651053,0.7601476014760148,1.0057894736842106,65.71875,70.90625,0,0,0.0
3,0,DET,32,16,564,143,117,61,0.4188034188034188,0.7377049180327869,0.0,0.4970800889877642,0.16666666666666666,0.02127659574468085,0.015957446808510637,0.028368794326241134,0.42105263157894735,0.4188034188034188,0.7377049180327869,75.0,200,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,2,0.0
3,0,DET,32,16,564,143,117,61,0.4188034188034188,0.7377049180327869,0.0,0.4970800889877642,0.16666666666666666,0.02127659574468085,0.015957446808510637,0.028368794326241134,0.42105263157894735,0.4188034188034188,0.7377049180327869,75.0,200,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,1,0.0
4,0,DET,34,0,522,127,99,63,0.43434343434343436,0.6507936507936508,0.0,0.501104797979798,0.15708812260536398,0.019157088122605363,0.007662835249042145,0.044061302681992334,0.5609756097560976,0.43434343434343436,0.6507936507936508,75.0,200,0.0,34,25,9,0.7352941176470589,0.4812874251497006,0.20266126236633691,0.7074829931972789,1.0456613352127722,75.08823529411765,70.44117647058823,1,0,10.0
5,0,DET,26,0,422,118,80,54,0.5125,0.6666666666666666,0.0,0.5686198920585968,0.14454976303317535,0.018957345971563982,0.004739336492890996,0.016587677725118485,0.2692307692307692,0.5125,0.6666666666666666,75.0,200,0.0,34,17,17,0.5,0.43156890796375774,0.17339985397907035,0.702020202020202,1.056269930162609,69.58823529411765,70.02941176470588,1,0,0.0
6,0,DET,34,1,444,83,73,54,0.3424657534246575,0.6111111111111112,0.0,0.4288962381149235,0.1891891891891892,0.018018018018018018,0.0022522522522522522,0.04279279279279279,0.4418604651162791,0.3424657534246575,0.6111111111111112,75.0,200,0.0,34,16,18,0.47058823529411764,0.42184466019417477,0.1921549623766641,0.6576227390180879,1.1023758727384307,66.08823529411765,67.26470588235294,1,0,0.0
7,0,NYL,34,34,944,261,221,98,0.4298642533936652,0.7244897959183674,0.0,0.49409359382099044,0.1885593220338983,0.022245762711864406,0.005296610169491525,0.05402542372881356,0.7846153846153846,0.4298642533936652,0.7244897959183674,75.0,200,0.0,34,11,23,0.3235294117647059,0.4494925084581924,0.19651995905834185,0.7876923076923077,0.9385274756880456,69.76470588235294,78.11764705882354,0,0,0.0
8,0,NYL,28,0,237,53,58,16,0.3448275862068966,0.8125,0.0,0.40744157441574413,0.18143459915611815,0.02531645569620253,0.004219409282700422,0.05485232067510549,0.6842105263157895,0.3448275862068966,0.8125,75.0,200,0.0,34,16,18,0.47058823529411764,0.47508385241974127,0.20716268363685603,0.7413793103448276,0.9311528295782643,70.97058823529412,73.55882352941177,1,0,0.0
9,0,PHO,34,8,553,118,93,43,0.4731182795698925,0.6976744186046512,0.0,0.5271622587562544,0.23508137432188064,0.03616636528028933,0.007233273056057866,0.014466546112115732,0.22857142857142856,0.4731182795698925,0.6976744186046512,75.0,200,0.0,34,16,18,0.47058823529411764,0.47645875251509057,0.14755048097232448,0.8305304010349288,0.9633151841025553,88.52941176470588,88.5,0,0,0.0
10,0,DET,13,3,110,17,9,16,0.2222222222222222,0.8125,0.0,0.529925187032419,0.16363636363636364,0.045454545454545456,0.0,0.045454545454545456,0.5555555555555556,0.2222222222222222,0.8125,75.0,200,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,1,0.0
10,0,DET,13,3,110,17,9,16,0.2222222222222222,0.8125,0.0,0.529925187032419,0.16363636363636364,0.045454545454545456,0.0,0.045454545454545456,0.5555555555555556,0.2222222222222222,0.8125,75.0,200,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,2,0.0
1,0,LAS,32,0,469,202,167,72,0.3592814371257485,0.8333333333333334,0.25882352941176473,0.5083551439500704,0.1812366737739872,0.04904051172707889,0.0042643923240938165,0.07036247334754797,0.9428571428571428,0.4251497005988024,0.8333333333333334,71.0,168,0.0,32,28,4,0.875,0.4785276073619632,0.17088876828069763,0.7864357864357865,1.0353649149028223,75.53125,67.78125,1,0,10.0
2,0,CHA,32,32,1007,365,336,63,0.375,0.9206349206349206,0.3273809523809524,0.5017595952930826,0.1519364448857994,0.028798411122144985,0.009930486593843098,0.04568023833167825,0.7796610169491526,0.4568452380952381,0.9206349206349206,71.0,168,0.0,32,18,14,0.5625,0.46207865168539325,0.19064319958814635,0.7765151515151515,1.0027905907272956,64.21875,62.78125,1,0,0.0
3,0,CHA,32,32,956,379,292,85,0.3938356164383562,0.8235294117647058,0.41798941798941797,0.5752884031572556,0.12343096234309624,0.04079497907949791,0.012552301255230125,0.06380753138075314,1.525,0.5291095890410958,0.8235294117647058,71.0,168,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
4,0,CHA,34,34,1096,422,378,78,0.37566137566137564,0.8461538461538461,0.35121951219512193,0.5117384555684905,0.1031021897810219,0.04744525547445255,0.008211678832116789,0.0666058394160584,1.0138888888888888,0.4708994708994709,0.8461538461538461,71.0,168,0.0,34,18,16,0.5294117647058824,0.46810207336523124,0.18842887473460723,0.7728813559322034,0.9748446204134247,65.20588235294117,64.55882352941177,1,0,0.0
